UPC,Description,Unit Cost,Qty
190679007643,HERBAL ESSENCE 29.2z JOJOBA&LAV CD,4.75,4
5011321594296,HERBAL ESSENCE 400ML SH HYDRATION,2.4,6
8006540853795,HERBAL ESSENCE 400ML SH LOVE ME LNG,2.4,6
5011321594470,HERBAL ESSENCE 400ML SH SHINE DAZZL,2.4,6
190679004833,HERBAL ESSENCE 29.2z CD HYDRAT PMP,7.0,4
190679005182,HERBAL ESSENCE 29.2z TEA TREE COND,4.75,4
8700216420693,HERBAL ESSENCE 400ML SH HYDRTN TRPC,2.4,6
4084500910119,HERBAL ESSENCE 400ML SH RASP&MINT,2.4,6
4084500128323,HERBAL ESSENCE 400ML SH SHINE DETOX,2.4,6
5011321595200,HERBAL ESSENCE 400ML SHMP ROSE,2.4,6
071249651032,LOREAL 28z ELVIV CD DREAM CURL PMP,4.5,4
030772182468,NATIVE 16.5z CD PASSIONFRUIT,5.75,6
030772182451,NATIVE 16.5z SH PASSIONFRUIT,5.75,6
812154038118,NATIVE 3z SH EUCAL&MINT 2N1 SCALP,1.4,24
3574669907781,J&J 750ML BABY SH REG W/PUMP,3.6,12
030772166574,NATIVE 16.5z CD HOLIDAY GUMDROP,4.25,6
030772182482,NATIVE 16.5z CD WATRMELON,5.75,6
030772182444,NATIVE 16.5z SH WATRMELON,5.75,6
022796900111,OGX 13z COND ARGAN OIL OF MOROCCO,4.75,6
022796916112,OGX 13z SHMP ARGAIN OIL OF MOROCCO,4.75,6
022796900906,OGX 13z SHMP COCONUT CURLS,4.75,6
9300607470017,OGX 13z SHMP COCONUT MIRACLE OIL,4.75,6
012044049952,OLD SPICE 14.8z GM APRICT 2N1 SH/CD,4.0,4
4902430790710,PANTENE 10.1z SH TOTAL DAMAGE CARE,2.4,12
022796900104,OGX 13z SHMP ARGAN OIL OF MOROCCO,4.75,6
022796910059,OGX 13z SHMP COCONUT MILK,4.75,6
3574661648224,OGX 385ML COND NIACIN & CAFFEINE,4.75,6
012044049938,OLD SPICE 14.8z GM TEATREE 2N1 SH/C,4.0,4
080878194957,PANTENE 10.4z CD DAILY MSTRE TUBE,4.4,12
4902430792929,PANTENE 11.1z SHMP SILKY SMOOTH,2.4,12
080878195909,PANTENE 2PK RDNT COLOR 10zSH/9zCD,7.2,4
080878195558,PANTENE PRO-V 12z 2n1 DAILY MSTRE,4.5,6
080878195626,PANTENE PRO-V 12z SH RADNT CLR SHNE,4.5,4
8720181475078,TRESEMME 300ML CD BIOTIN REPAIR,1.75,6
8006540988442,PANTENE 275ML CD COLOR PROTECT TUBE,2.4,6
8001841266787,PANTENE 300ML 3n1 SH/CD SMTH & SLK,2.4,6
079400491824,SUAVE 20z KIDS SH F/CURLS ALMND PMP,2.65,4
022400450711,TRESEMME 40z COND RICH MSTRE W/PMP,3.6,6
9300830095414,TRESEMME 750ML COND MOISTURE RICH,3.0,4
9300830095384,TRESEMME 750ML SHMP MOISTURE RICH,3.0,4
5012254059388,TRESEMME 900ML SHMP SMOOTH & SILKY,3.6,8
816559012056,VO5 12.5z COND DAILY RVTLZNG BIOTIN,0.84,6
9300830095445,TRESEMME 750ML SHMP CLEANSE RPLNSH,3.0,4
9300830095506,TRESEMME 750ML SHMP VOLUME FULLNESS,3.0,4
816559012971,VO5 12.5z COND BLACKBERRY SAGE,0.84,6
3086123568365,BIC 3CT MS SOLEIL 3 BLDE SSNTV RZR,3.6,10
3086127500934,BIC 5CT TWIN LADY SENSITIVE RAZAR,1.35,20
047400679016,GILLETEE 6z VENUS SHVE CRM SMTH TBE,2.4,6
047400240407,GILLETTE 11z FOAMY REGULAR,2.5,12
3086123262270,BIC 4CT MISS SOLEIL 3 BLADE RAZ 3+1,3.6,10
069055137147,BRAUN 8PC TRIMMER KIT ALLn1 3 SET,18.0,3
047400670389,GILLETTE 10CT BLACK 2 BLD RZR,2.65,16
047400241459,GILLETTE 11z FOAMY SENSITIVE,2.5,12
3014260287030,GILLETTE 2 5CT RAZOR,1.25,6
7702018980925,GILLETTE 200ML SHAVE FOAM ORIGINAL,2.0,6
7702018980833,GILLETTE 200ML SHAVE GEL MSTRSING,2.4,6
7702018466757,GILLETTE 20CT BLUE II RAZORS,6.0,4
047400305045,GILLETTE 2PK 7z SHVE GEL SSNSTVE,5.5,3
7702018308309,GILLETTE 200ML MACH3 CMFRT SHVE GEL,2.25,6
7702018980932,GILLETTE 200ML SHAVE FOAM SENSTIVE,2.0,6
7702018980819,GILLETTE 200ML SHAVE GEL SENSITIVE,2.4,6
047400305519,GILLETTE 2PK 7z SHVE GEL MSTRZING,5.5,3
047400690547,GILLETTE 3.4z SKNGD SKIN MSTRZER,2.75,6
047400670082,GILLETTE 3CT 2 BLADE SIMPLY VENUS,1.2,16
3014260246693,GILLETTE 4CT SIMPLY VENUS 2 BLADE,1.8,96
047400675971,GILLETTE 4CT VENUS 3 BLD PRDSE RZR,4.25,4
7702018482740,GILLETTE 5CT SIMPLY VENUS BASIC RZR,1.65,24
047400691223,GILLETTE 6CT VENUS PUBIC/SKIN RZR,4.99,6
047400670372,GILLETTE 3CT RZR BLACK 2-BLDE,1.1,16
7702018024612,GILLETTE 4CT SIMPLY VENUS ALOE(20),1.8,20
047400689541,GILLETTE 4CT VENUS PUBIC/SKIN RZR,3.0,4
047400690615,GILLETTE 5oz SKNGRD DAILY FACE SCRB,2.75,6
047400672154,GILLETTE 7CT SENSR3 SSNSTV 3BL RZR,5.99,12
047400679085,GILLETTE 7z VENUS SHVE GEL RELAXING,2.4,6
047400670099,GILLETTE 9CT 2 BLADE SIMPLY VENUS,3.0,16
7702018489664,GILLETTE BLUE3 3CT RAZOR COMFORT,2.4,12
4902430862141,GILLETTE MACH 3 RZR & 1 CARTRIDGE,3.0,36
047400695252,GILLETTE VENUS INTMTE 8 REFL+1 RAZR,15.0,21
4902430792875,GILLETTE 8CT VENUS 2BLD RAZOR,2.4,40
7702018840755,GILLETTE BLUE II 10PK RAZORS,3.5,72
2607097979250,GILLETTE LABS 7z 2PK FOAM SHAVE GEL,6.5,3
047400667778,GILLETTE MACH3 1 RAZOR + 2 CARTRDGE,5.99,36
047400672611,GILLETTE VENUS SMTH 3BLD 1RZR/16 RF,16.0,18
4005900874283,NIVEA 200ML MEN SHVE FOAM SSNSTVE,2.4,12
012044010716,OLD SPICE 6.37z CLASSIC AFTR SHVE,6.0,12
012044010693,OLD SPICE 4.25z CLASSIC SPLSH AFTER,4.8,12
011111018815,DOVE 16PK 3.75z WHITE ORG BAR SOAP,13.6,6
850050048213,DOVE 4PK 3.17z PINK BAR SOAP,2.92,12
850050048169,DOVE 4PK 3.17z(12.7z) WHITE SOAP,2.92,12
011111018808,DOVE 16PK 3.75z SENSITIVE BAR SOAP,13.6,6
8710908565250,DOVE 4PK 3.17z PINK BAR SOAP,2.92,12
850050048237,DOVE 4PK 3.17z SOAP EXFOLIATING,2.92,12
8850169047024,IMPERIAL LEATHER 6PK SOAP CLASSIC,6.0,12
035000141163,IRISH SPRING 3PK 3.7z ALOE,1.75,18
037000000532,IVORY 3PK 3.17z ALOE GNTLE BAR SOAP,1.5,24
037000827573,IVORY 4PK 4z ORG GENTLE BAR SOAP,3.0,18
4801010561309,J&J 75GM BLOSSOMS BABY SOAP,0.65,96
037000900467,OLAY 12PK 3.17z SOAP ULT MSTRE SHEA,11.0,4
030772126691,IVORY 12PK 3.17z GNTL BAR SOAP ALOE,5.75,4
030772164976,IVORY 4PK 3.17z BAR XFLTNG VNLA+OAT,3.0,8
4801010560500,J&J 75GM BABY SOAP W/MSTRZR,0.65,96
8904256000031,NIVEA 4PK 125GM SOAP CEME SOFT,3.0,18
037000844259,OLAY 4PK 3.17z SOAP AGE DEFY VTMN E,4.25,12
030772164037,OLAY 6PK 3.17z FRSH RDNCE ROSE WTR,5.75,6
037000945505,OLAY 6PK 3.75z SOAP ULT MSTR SHEA,6.5,8
030772011744,OLD SPICE 12PK 3.17z SWAGGER SOAP,7.2,4
5017306008321,PEARS 125GM TRSNPRNT NTRL YELLOW,0.85,48
856097008579,PEARS 4.4z BAR SOAP YELLOW,0.85,48
037000945543,OLAY 6PK 3.75z SOAP AGE DEFY VIT E,6.5,8
030772163962,OLAY 8PK 3.17z SOAP ULT MSTR SNSTV,6.0,4
012044050491,OLD SPICE 4PK 3.17z SOAP SWAGGER,3.6,12
850035181836,PEARS 3PK 4.4z SOAP YLLW W/PLNT OIL,2.4,16
037000828235,SAFEGUARD 12PK 4z FSRH CLN MCLR ALO,7.5,4
030772051245,SAFEGUARD 2PK 3.17z BAR SOAP ALOE,1.1,8
037000218548,SAFEGUARD 8PK 4z BEIGE BAR SOAP,5.75,6
8886467022609,SIMPLE 4PK 125GM BAR SOAP REFRESHIN,2.4,12
815214001008,SUNAROMA ORGNC 8z SOAP COCONUT OIL,3.5,36
815214001022,SUNAROMA ORGNC 8z SOAP GOATS MILK,3.5,36
4902430160896,SAFEGUARD 3PK 4.6z PURE WHITE BAR,1.65,24
8886467022692,SIMPLE 4PK 125GM BAR SOAP NOURISHIN,2.4,12
815214000988,SUNAROMA ORGNC 8z SOAP CHARCOAL,3.5,36
815214000971,SUNAROMA ORGNC 8z SOAP EUCALYPTUS,3.5,36
815214000995,SUNAROMA ORGNC 8z SOAP LVNDR W/SHEA,3.5,36
815214001169,SUNAROMA ORGNC 8z SOAP PATCHOULI,3.5,36
815214001046,SUNAROMA ORGNC 8z SOAP SHEA BUTTER,3.5,36
8886467060861,VASELINE 2.64z 3PK SOAP TTL MSTRE,1.5,48
815214001152,SUNAROMA ORGNC 8z SOAP PEPPERMINT,3.5,36
8886467060854,VASELINE 2.64z 3PK SOAP HLTHY BRGHT,1.5,48
051141906676,3M 2PK TRANSPARENT TAPE 3/4,0.84,144
051131576346,3M SCOTCH MAGIC TAPE 32PC PDQ DISP,2.4,32
071641186095,BTS 12PC SET PENCL/ ERSR/HGHLTR/GLUE,2.5,12
071662086107,CRAYOLA 10CT SUPER TIPS WSHBLE MRKS,1.4,24
638060859131,3M POST IT NOTES 5PC SET,1.8,24
070330537934,BIC 4CT BALLPOINT CLICK PEN BLACK,1.1,36
071662077259,CRAYOLA 10CT MRKRS BOLD & BRIGHT,2.25,24
071662082741,CRAYOLA 10CT WSHBLE SMSHUP BROAD MK,2.5,24
071662077129,CRAYOLA 12CT BROAD LINE ASST MRKERS,2.65,24
7501058201423,CRAYOLA 12CT JUMBO CRAYONES,1.2,144
071662574086,CRAYOLA 12CT TWISTABLE COLOR PENCIL,2.5,24
071662046163,CRAYOLA 16CT OIL PASTELS,1.65,24
071662081065,CRAYOLA 20CT SUPER TIPS WHSBLE MRKR,2.65,24
071662244125,CRAYOLA 12CT ERASABLE COLORED PNCLS,2.75,24
071662041120,CRAYOLA 12CT SHORT COLORED PENCILS,1.2,48
071662600808,CRAYOLA 12CT WONDER MRKR PUNTA FINE,1.2,24
071662300814,CRAYOLA 20CT WONDER MRKR PUNTA FINE,2.0,24
071662040246,CRAYOLA 24ct COLORED PENCILS,3.0,36
071662003005,CRAYOLA 4PC MODELING CLAY,3.0,12
071662039783,CRAYOLA 5CT TWISTABLE CRAYONS MINI,0.6,24
071662112042,CRAYOLA 6PK 2z WSHBLE KIDS PAINT,2.88,6
071662032807,CRAYOLA 8CT LARGE WASHABLE CRAYONS,1.65,24
071662407315,CRAYOLA 48PG CLRNG BOOK DRESS PETS,1.2,24
071662505042,CRAYOLA 50CT SUPER TIPS WSHBLE MRKR,6.0,24
071662000646,CRAYOLA 64'S CRAYONS,2.96,48
071662077099,CRAYOLA 8CT CLASSIC MARKERS FINE,2.25,24
071662077082,CRAYOLA 8ct MARKERS CLASSIC COLORS,2.25,24
071662303129,CRAYOLA 8CT MODELING CLAY,1.2,24
071662052027,CRAYOLA 8CT WSHBLE DRY ERSE BOLD MK,2.5,24
071662077228,CRAYOLA CLASS CLR BROAD 10PK MARKER,2.25,24
071662040123,CRAYOLA COLOR PENCIL LONG 12 CT,1.65,48
071662000240,CRAYOLA CRAYONS 24 CT 03024,1.33,48
071662087043,CRAYOLA 8CT PIP SQUEAK WSHBLE MRKR,1.4,24
071662830090,CRAYOLA BLUNT TIP SCISSOR BLUE,1.1,12
071662077266,CRAYOLA CLASS CLR FINE 10PK MARKER,2.25,24
071662000080,CRAYOLA CRAYON 8CT #3008,0.55,48
071662000486,CRAYOLA CRAYONS 48 CT,2.65,24
071662000967,CRAYOLA CRAYONS 96 CT,4.5,6
071662078096,CRAYOLA WASH CLASSIC 8CT MARKR FINE,2.25,24
071641160262,EXPO 21PK DRY ERASE MARKERS ASSTD,8.4,12
071641801523,EXPO 2PK DRY ERASE MARKERS CHISEL,1.8,144
041540014102,PAPERMATE 12CT FLEXGRIP ULT 1mm PEN,3.6,12
071662078089,CRAYOLA WASH CLASSC 8CT MARKR BROAD,2.25,24
026000190923,ELMERS 1z SPRAY ADHSVE DSAPRNG PRPL,0.6,24
071641190887,EXPO 21PK FINE DRY ERASE MRKRS ASST,8.4,12
071641001565,EXPO 8PK DRY ERASE MARKERS ASSTD,5.75,72
051125006804,POST IT NOTE 24CT 70SHT 3x3 ASSTD,15.0,8
071641271654,SHARPIE 4PK YLLW HLGHTR NARROW,1.8,12
071641109391,SHARPIE 5CT PAINT PEN OIL BASE FINE,5.5,12
672935782155,AIM 1 TB SOFT TRIPLE CLEAN,0.5,24
888670034200,BJS 10PK TB ULT FRSH SOFT ASST CLR,3.0,24
840204520382,CLOSE UP 1TB MED RIGHT ANGLE,0.65,48
672935781356,CLOSE UP TB STYLE SOFT MASSAGE(24),0.65,24
840204578031,AIM 60CT FLOSS PICKS,0.88,24
850025020305,CARE BEARS 6PK TB SOFT ASST CLRS,1.1,24
672935781387,CLOSE UP 2PK T/B ACTIVE MEDIUM,0.96,36
058000311459,COLGATE 1TB CHARCOAL ULTRA SOFT,0.85,72
035000555397,COLGATE 6PK T/B XRTA CLN MEDIUM,3.35,12
672935831532,FIREFLY 3PK TB MARVEL AVENGERS SOFT,1.1,24
672935948285,FIREFLY KIDS POWER TB SPONGEBOB,2.4,24
672935628309,FIREFLY KIDS POWER TB TRANSFORMERS,2.4,24
706098845591,FRESH X 7PK SOFT TB PREMIUM,2.5,48
840204483311,FIREFLY 3PK SOFT TB AVENGERS,1.1,24
672935653158,FIREFLY BABY SHARK ORAL TRAVEL KIT,1.5,48
840204494478,FIREFLY KIDS POWER TB SPONGEBOB,2.4,24
850025020169,FRESH X 150CT FLOSS PICK,1.8,48
300410109325,ORAL B 1TB MED DAILY CLEAN,0.65,72
8006530044608,ORAL B 2PK 50M ESSENTIAL FLOSS,2.25,48
300410108670,ORAL-B 1TB DEEP CLN DUAL CLN SOFT,0.65,72
300410113858,ORAL-B 2PK T/B SOFT ESSENTL CLEAN,0.75,36
300410113629,ORAL-B 3PK TB SOFT DEEP CLEAN,1.65,36
4987176202437,ORAL-B 4PK TB MED W/CHRCL CVTY DFNS,1.5,72
300410109691,ORAL B 4PK KIDS T/B SOFT,2.25,36
300410114367,ORAL-B 27.3yd ESSNTL WAXED FLOSS MT,0.75,24
300410107932,ORAL-B 30CT FLOSS PICKS MINT SCOPE,0.85,96
300410113599,ORAL-B 4PK TB MED DEEP CLEAN DUAL,2.25,24
300410113728,ORAL-B 4PK TB SOFT DEEP CLEAN,2.25,24
4987176270337,ORAL-B 5PK TB XTRA SFT SSNSTVE GUM,1.8,36
300410107949,ORAL-B 75CT FLOSS PICK MINT SCOPE,1.5,72
850025020602,PEPSODENT 100yd FLOSS+12yd TRAVEL,0.88,24
850025020503,PEPSODENT 3PK SOFT TB W/COVERS,0.95,24
850025020664,PEPSODENT CMPLTE CARE TB 6PK FIRM,2.4,24
4987176231543,ORAL-B 6PK TB SOFT CAVITY DEFENSE,1.8,36
8006530184533,ORAL-B 75CT FLOSS PICKS MINT,2.4,72
850025020534,PEPSODENT 150CT FLOSS PICK MINT,1.8,24
850025020596,PEPSODENT 4PK SOFT T/B ASST COLORS,1.75,24
850025020657,PEPSODENT CMPLTE CARE TB 6PK MED,2.4,24
850025020510,PEPSODENT SOFT TB + TRAVEL CASE,0.75,24
840040101035,REACH 7PK ADV DESIGN TB SOFT,4.5,36
310158334477,POLIDENT 1CT DENTAL APPLIANCE BRUSH,1.1,144
8901571011070,SENSODYNE 4PK TB SOFT SENSITIVE,1.9,144
033200180135,A&H 6z 2PK TP ADVANCE WHITE CLN MNT,3.75,6
035000469465,COLGATE 3PK 6z TP REGLR CAVITY PRT,4.65,6
035000444356,COLGATE 4z T/P REG CAVITY PROTECTN,1.0,24
035000444400,COLGATE 4z T/P SPKLNG WHTE CINNMNT,1.0,24
035000469458,COLGATE 3PK 6z TP BSP WHTNG PASTE,4.65,6
035000444349,COLGATE 4z T/P BSP FRSTY MNT GEL,1.0,24
035000444332,COLGATE 4z T/P SPKLNG MINT ZING GEL,1.0,24
035000996718,COLGATE 6.3z MAX FRESH TP CLN MINT,2.25,24
035000996671,COLGATE 6.3z MAX FRESH TP COOL MINT,2.25,24
035000991157,COLGATE 6oz TOTAL TP WHTNG PASTE,2.75,24
035000510976,COLGATE 8z T/P BSP WHTNG MINT ZING,1.95,24
030772199855,CREST 2.3z T/P PLUS SCOPE MINT FRSH,0.85,24
030772054352,CREST 2.6z TP PRO-HLTH SSNSTV ENMAL,0.84,12
035000991829,COLGATE 6oz TOTAL TP CLN MINT PSTE,2.75,24
035000510969,COLGATE 8z T/P BSP WHTNG BRSK MINT,1.95,24
035000510853,COLGATE 8z T/P REG CAVITY PROTECTN,1.95,24
030772057223,CREST 2.6z TP PRO-HEALTH CLN MINT,0.84,12
030772053874,CREST 3z 3D WHITE TP ADC HYDGN PRXD,2.4,24
037000951438,CREST 4.2z KID T/P CVTY GUM FLVR,1.75,6
030772234822,CREST 4.2z KIDS TP STITCH STRWBRY,1.75,24
030772119273,CREST 5.1z PRO-HLTH TP ADV MAX CVTY,2.4,24
037000003106,CREST 8.2z 4PK T/P REGULAR PASTE,1.75,40
037000770671,CREST KIDS 4.6z 3PK TP CAVITY PRTCT,4.5,4
030772234853,CREST 4.2z KIDS TP MICKEY MOUSE BBL,1.75,24
037000003823,CREST 4.6z KIDS TP CVTY PRTCT SPRKL,1.75,12
037000698272,CREST 5z 4PK TP PRO-HEALTH ADV MINT,9.6,6
037000851936,CREST CMPLTE+SCOPE 5.4z 4PK T/P,1.8,40
030772199909,CREST+ 2.3z TP CINNAMON EXPRESSIONS,0.85,24
037000122203,CREST+ 5.7z 3PK TP BSP WHTNG TARTAR,4.5,4
310158357902,POLIGRIP 2.2z PWR MAX DENTURE CREAM,3.0,24
037000122777,CREST+ 5.7z 3PK TP CVTY PRTCT,4.5,4
