UPC,ASIN,Sell,Cost,Fees,Profit,Margin%,ROI%,BSR,AmzBB,Verdict
079400507501,B01IA96U4W,20.08,2.65,7.77,9.16,45.6,290.7,500925,False,marginal
811435007737,B0H5D9J1QX,16.83,1.88,6.02,8.43,50.1,354.0,0,False,marginal
811435007782,B0H5D2HF2J,16.78,1.88,6.02,8.38,50.0,352.2,279536,False,marginal
037000976226,B082VH5JKQ,20.99,2.25,10.45,7.79,37.1,283.3,349930,False,marginal
037000807209,B07NDS9M84,19.99,4.75,7.76,6.98,34.9,133.0,681645,False,marginal
037000944799,B01B6NRWY6,19.28,4.75,7.24,6.79,35.2,129.3,348390,False,marginal
037000944805,B01B6NS87Q,18.85,5.50,7.18,5.67,30.1,94.5,521519,False,marginal
037000124450,B003O4HDJ0,15.16,1.50,7.49,5.67,37.4,283.3,24403,False,marginal
022200930086,B01IA9BUT2,14.99,1.80,7.86,4.83,32.2,210.1,124235,False,marginal
012044050682,B0F9LNZ8JV,12.16,0.75,6.17,4.74,38.9,378.9,205300,False,marginal
5000204690057,B008KK6B7I,13.99,2.40,6.45,4.64,33.2,160.1,196175,False,marginal
035000969071,B086HK82NC,16.08,1.20,9.79,4.59,28.5,269.9,180494,False,marginal
022200930093,B00POAFZUG,13.56,1.80,6.79,4.47,32.9,194.2,325447,False,marginal
022200954419,B00JZZY8FO,13.26,1.80,6.75,4.21,31.8,183.1,404348,False,marginal
054600002865,B00J5HKEZA,17.00,2.75,10.34,3.41,20.1,104.9,470789,False,marginal
079400593016,B084WS5GY2,13.66,3.50,6.40,3.26,23.9,81.5,106116,False,marginal
079400468284,B07ZJW79YQ,13.29,3.50,6.08,3.21,24.1,80.2,10225,False,marginal
021200513152,B01IAINNIO,11.95,2.25,6.14,3.06,25.6,111.2,195657,False,marginal
022200963435,B01CKFP6VU,9.35,1.25,4.64,2.96,31.6,169.0,681412,False,marginal
046500622489,B00VBISX4A,13.45,3.88,6.11,2.96,22.0,67.6,1146102,False,marginal
037000807049,B07NP7HF3K,15.95,2.65,9.94,2.86,17.9,90.7,588078,False,marginal
046500728075,B01GANR7CO,13.14,3.75,6.06,2.83,21.5,66.6,942557,False,marginal
022200940252,B0181FSCZA,8.90,1.25,4.34,2.81,31.5,160.3,384468,False,marginal
022200954402,B0076A13FS,10.84,1.80,5.98,2.56,23.7,111.5,67992,False,buy
7702018978120,B009VXYWVA,9.99,2.50,4.51,2.48,24.8,82.7,546241,False,marginal
022200940238,B00HXAM0Q2,8.37,1.25,4.27,2.35,28.1,134.5,333389,False,marginal
079400118028,B004RKIF1U,11.67,3.00,5.84,2.33,20.0,66.6,0,False,marginal
079400352934,B00GY2AY18,11.90,3.50,5.64,2.26,18.9,56.4,205,False,buy
012044066546,B0G3YC8W3Z,15.96,6.00,7.32,2.14,13.4,32.9,90704,False,marginal
811435002152,B00NCS45K8,8.93,1.80,4.56,2.07,23.2,90.0,0,False,marginal
022200940207,B00L3TEQXY,8.49,1.25,4.77,1.97,23.2,112.4,21651,False,buy
037000759423,B09D2HV9HN,8.19,1.10,4.73,1.86,22.7,116.3,74584,False,buy
022200960526,B00K5A3CHI,8.99,1.80,4.85,1.84,20.5,80.1,99317,False,marginal
079400265609,B0058U68XU,11.08,3.00,5.75,1.83,16.5,52.2,767372,False,marginal
037000880417,B09NF6321V,14.25,4.25,7.75,1.75,12.3,36.9,287456,False,marginal
037000537823,B0BMWDN781,8.58,1.25,5.20,1.63,19.0,93.3,108029,False,marginal
037000958604,B019TUCDA6,6.99,0.84,4.02,1.63,23.3,121.8,87700,False,marginal
037000958604,B019TUCDA6,6.99,0.84,4.02,1.63,23.3,121.8,87700,False,marginal
035000446732,B073WZ4V5Q,15.16,1.96,11.14,1.56,10.3,63.3,65597,False,marginal
022200962995,B0167JW5AA,7.14,1.25,4.08,1.31,18.3,74.8,1119088,False,marginal
012044000854,B003Z3CZO8,6.14,0.75,3.93,0.96,15.6,76.7,670761,False,marginal
030772228838,B0FXC39FYP,7.99,2.40,4.21,0.88,11.0,30.4,964704,False,marginal
079400468277,B07ZJW8ZWY,9.39,3.50,4.65,0.74,7.9,18.5,10225,False,marginal
856576005617,B0C9XNK4Z6,9.98,4.00,4.74,0.74,7.4,16.5,128759,False,marginal
019200006019,B00IB18S2C,13.21,4.25,7.74,0.72,5.4,15.1,148518,False,marginal
022200940221,B00HXAM0SA,6.39,1.25,3.97,0.67,10.5,38.4,380505,False,marginal
022200004909,B00005306T,7.08,1.80,4.30,0.48,6.8,20.8,0,False,marginal
812154030211,B07PXPHFFK,13.89,7.00,5.94,0.45,3.2,6.0,24,True,skip
012044000243,B000GCLC90,8.75,3.25,4.55,0.45,5.1,11.9,7331,False,marginal
012044000274,B0033A2TS0,7.28,2.25,4.10,0.43,5.9,15.6,5035,False,marginal
812154030372,B0973GJNCC,13.99,7.00,6.19,0.30,2.2,4.0,1665,True,skip
022200963695,B01CKGD7P6,5.93,1.25,3.90,0.28,4.7,16.0,441823,False,marginal
019200025225,B00KKX9YFE,11.19,2.25,8.21,0.23,2.1,8.4,99068,False,marginal
812154031508,B07ZGBZ6D1,13.89,7.00,6.17,0.22,1.6,2.9,24,False,marginal
037000124306,B00CX3J57G,8.47,3.50,4.28,0.19,2.2,4.7,1727529,False,marginal
019200003544,B09SM4G1XP,16.49,7.00,8.86,0.13,0.8,1.7,6417,False,marginal
079400017437,B00NU3ANUG,9.28,3.00,5.76,0.02,0.2,0.5,1033646,False,marginal
019200006194,B007UJ7VHY,13.70,4.75,8.45,0.00,0.0,0.1,986908,False,marginal
030772142073,B0D9C4HC37,19.98,10.00,9.53,-0.05,-0.2,-0.4,126529,False,skip
037000123316,B01MREZ7T3,6.98,2.50,4.06,-0.08,-1.1,-2.6,0,False,skip
035000970879,B09VYK4G27,5.49,1.25,3.83,-0.09,-1.7,-5.3,288056,False,skip
812154033106,B09KTGL3W1,12.99,7.00,5.81,-0.32,-2.5,-4.2,24,True,skip
812154030617,B0B8CBLR51,12.99,7.00,5.81,-0.32,-2.5,-4.2,24,False,skip
5000174003451,B00133JJ50,7.49,2.40,4.98,-0.39,-5.3,-13.6,44812,False,skip
4084500019195,B00CH7QIX2,6.46,2.40,3.98,-0.42,-6.5,-14.4,57497,False,skip
055500017263,B08KH7873B,13.85,2.85,10.93,-0.43,-3.1,-12.8,1376,False,skip
079400458247,B07PDNK2T5,7.90,3.50,4.43,-0.53,-6.6,-13.1,459,False,skip
812154032550,B09TTSNQ77,12.99,7.00,6.04,-0.55,-4.2,-7.3,1713,True,skip
030772107218,B0DMT1S4T2,10.13,3.00,7.28,-0.65,-6.4,-18.6,540154,False,skip
812154036701,B0C8HTYZH9,15.00,8.00,7.18,-0.68,-4.5,-8.0,1130,True,skip
812154036695,B0C8Y21KM3,14.99,8.00,7.18,-0.69,-4.6,-8.1,1162,True,skip
812154036688,B0C8HJCV69,14.99,8.00,7.18,-0.69,-4.6,-8.1,1162,True,skip
035000446787,B015EXZTP8,7.99,1.96,6.38,-0.85,-10.6,-34.5,479017,False,skip
062338029276,B0BC2JTDY4,6.00,2.40,4.14,-1.04,-17.3,-35.9,23948,False,skip
037000814252,B0082CX438,6.99,3.50,4.06,-1.07,-15.3,-26.7,1137,True,skip
037000580423,B084M7R2XJ,6.14,3.00,3.93,-1.29,-21.0,-36.9,28186,False,skip
012044000236,B00005308B,6.40,3.25,4.20,-1.55,-24.2,-41.3,0,False,skip
037000007630,B0B78BKFQB,10.75,0.96,11.06,-1.77,-16.5,-121.4,172,False,skip
022200941525,B01IAF0G9Q,6.82,1.80,6.30,-1.78,-26.1,-77.5,238216,False,skip
058000312852,B017B2G50I,6.49,2.00,6.15,-2.16,-33.3,-86.5,602102,False,skip
030772155356,B0DTB79QJY,4.94,2.65,4.24,-2.45,-49.6,-77.8,30,True,skip
079400275325,B00B342HIU,4.98,3.00,3.99,-2.51,-50.3,-71.6,295,True,skip
079400587190,B01MZ9I862,4.98,3.00,3.99,-2.51,-50.3,-71.6,1443,True,skip
062338812687,B004X1VR72,5.92,2.75,5.26,-2.59,-43.7,-79.6,1539,True,skip
037000695905,B0F8C1CCML,3.95,3.00,3.60,-3.15,-79.8,-90.1,4199,True,skip
021200598463,B000SSS6AU,3.32,2.25,3.74,-3.17,-95.4,-115.2,4215,True,skip
037000123439,B0093WBGOA,4.47,3.50,3.68,-3.21,-71.8,-80.3,1137,True,skip
827854011156,B0F6YT9DKD,6.10,1.96,6.94,-3.29,-54.0,-133.9,128722,False,skip
037000580751,B08Q1L44YP,3.95,3.00,3.83,-3.38,-85.6,-96.6,4051,True,skip
046500022692,B002SMEI42,3.84,3.25,4.08,-3.99,-103.8,-106.3,37907,True,skip
037000827399,B008CC3ZFU,7.97,7.20,4.44,-4.17,-52.3,-54.1,243,True,skip
025700005773,B0BPVTMQSB,5.45,3.75,5.58,-4.38,-80.3,-103.0,2404,True,skip
019800127381,B000QRCQEK,6.87,4.50,6.41,-4.54,-66.1,-90.8,7447,True,skip
030772159385,B0DPLMXQ4K,5.94,4.50,5.65,-4.71,-79.3,-94.2,14341,True,skip
035000450937,B01N36WFZD,4.99,3.00,6.21,-4.72,-94.6,-134.8,4445,True,skip
019200893312,B002QH412S,3.79,2.40,6.03,-5.14,-135.6,-177.2,7787,True,skip
051700871032,B00949ZKYO,4.86,3.25,6.27,-5.16,-106.2,-137.6,11379,True,skip
046500702273,B003USGPO4,4.44,3.25,6.05,-5.36,-120.6,-142.8,4916,True,skip
012044021804,B01LWOC4US,5.97,5.80,5.22,-5.55,-92.9,-88.0,1903,True,skip
046500723872,B004I6EWWY,4.98,4.25,5.93,-5.70,-114.4,-119.9,1747,False,skip
4800888221889,B09KVDZL6C,0.00,1.90,3.31,-5.71,0.0,-237.9,1043399,False,skip
030772097700,B0FL4SCVH5,0.00,0.95,4.43,-5.88,0.0,-405.5,0,False,skip
030772220207,B0GD8YJ77M,5.99,4.50,6.95,-5.96,-99.5,-119.2,20196,True,skip
030772220238,B0GD921315,5.99,4.50,6.95,-5.96,-99.5,-119.2,16645,True,skip
030772220191,B0GD91L9BQ,5.99,4.50,6.95,-5.96,-99.5,-119.2,14006,True,skip
012044062333,B0DSGFPMKN,11.47,10.50,6.48,-6.01,-52.4,-54.6,4391,True,skip
021200572357,B0014E2SOC,0.00,2.25,3.54,-6.29,0.0,-228.7,425822,False,skip
037000743460,B07C1PB5WV,3.94,3.60,6.22,-6.38,-162.0,-155.6,2640,True,skip
827854009504,B01IQ9CPT0,0.00,1.20,5.06,-6.76,0.0,-397.6,553807,False,skip
030772068922,B0FHRTQ9XC,0.00,3.00,4.01,-7.51,0.0,-214.6,0,False,skip
079400505279,B0FVB3YCZY,0.00,3.50,3.80,-7.80,0.0,-195.0,385584,False,skip
037000124511,B00005308R,0.00,3.00,4.38,-7.88,0.0,-225.1,0,False,skip
037000124429,B005MXK2MQ,0.00,1.50,5.91,-7.91,0.0,-395.5,0,False,skip
8720181566882,B0FPYSFMW5,0.00,1.95,5.73,-8.18,0.0,-333.9,0,False,skip
4005900253118,B06XCLLM95,0.00,1.65,6.18,-8.33,0.0,-387.4,754202,False,skip
8720181287831,B0C6MZYQKK,0.00,2.65,5.23,-8.38,0.0,-266.0,0,False,skip
079400468291,B0CYZZ457W,0.00,3.50,4.39,-8.39,0.0,-209.8,627555,False,skip
030772094037,B0BZJZ23WT,0.00,3.00,5.06,-8.56,0.0,-244.6,7532,False,skip
019800702519,B01GFLZ46W,0.00,3.25,5.22,-8.97,0.0,-239.2,89264,False,skip
757037512449,B00PJ5MM9S,0.00,3.50,5.06,-9.06,0.0,-226.5,913735,False,skip
030772077887,B0C3PB3F3P,0.00,2.50,6.06,-9.06,0.0,-302.0,850898,False,skip
037000976141,B07TS54S7Y,0.00,0.95,7.68,-9.13,0.0,-629.7,947558,False,skip
037000976141,B07TS54S7Y,0.00,0.95,7.68,-9.13,0.0,-629.7,947558,False,skip
030772052075,B0CX7TG2M6,0.00,3.60,5.48,-9.58,0.0,-233.7,511527,False,skip
037000908166,B07VFP3839,0.00,3.25,5.93,-9.68,0.0,-258.1,458807,False,skip
012044056547,B0H6XS1DZ9,0.00,5.50,3.80,-9.80,0.0,-163.3,0,False,skip
030772180167,B0FL5876NW,0.00,2.75,6.59,-9.84,0.0,-302.8,0,False,skip
035000988706,B08RDMZB5X,0.00,2.75,6.91,-10.16,0.0,-312.6,852169,False,skip
019200798389,B0028OSLAW,0.00,4.50,5.22,-10.22,0.0,-204.4,16798,False,skip
012044045879,B0FS8SF94X,0.00,6.00,3.80,-10.30,0.0,-158.5,0,False,skip
012044045862,B0FS93SV64,0.00,6.00,3.80,-10.30,0.0,-158.5,0,False,skip
037000823292,B073XYTRGM,0.00,2.40,7.60,-10.50,0.0,-362.1,0,False,skip
019200825146,B0CT5YPGY4,0.00,3.90,6.83,-11.23,0.0,-255.2,16247,False,skip
030772174180,B0GMBY5CG3,0.00,7.00,3.80,-11.30,0.0,-150.7,0,False,skip
030772180730,B0GHCXL4SM,0.00,7.00,3.80,-11.30,0.0,-150.7,0,False,skip
812154034288,B0CFJJ8YFQ,0.00,7.00,4.16,-11.66,0.0,-155.5,0,False,skip
030772215722,B0F9NCX69H,0.00,6.75,4.43,-11.68,0.0,-161.1,0,False,skip
019200996532,B09FR3FNXD,0.00,5.00,6.24,-11.74,0.0,-213.5,186465,False,skip
019200837040,B00Q70RCW6,14.97,16.00,10.37,-11.90,-79.5,-72.1,473,True,skip
019200832625,B003Z3R4KI,0.00,4.75,7.47,-12.72,0.0,-242.3,0,False,skip
030772241264,B0G44ZDTVY,0.00,9.00,4.21,-13.71,0.0,-144.3,323947,False,skip
019200999120,B0DCMJ9734,0.00,6.75,7.20,-14.45,0.0,-199.3,1131177,False,skip
035000498625,B0093GBS4O,0.00,3.25,18.74,-22.49,0.0,-599.7,52577,False,skip
