UPC,ASIN,Sell,Cost,Fees,Profit,Margin%,ROI%,BSR,AmzBB,Verdict
030772205556,B0FVNJ9RZN,9.94,6.90,6.77,-4.23,-42.6,-57.2,104,True,skip
030772220573,B0G4B3XLT9,9.87,7.00,6.76,-4.39,-44.5,-58.5,1243,True,skip
030772221020,B0G49XM36C,9.58,7.00,6.72,-4.64,-48.4,-61.8,1313,True,skip
030772035160,B0CPLJR1XP,10.47,6.75,7.88,-4.66,-44.5,-64.3,3063,True,skip
030772204184,B0FX62WGYF,5.94,4.60,5.65,-4.81,-81.0,-94.3,341,True,skip
030772204191,B0FXCFYNSB,5.94,4.60,5.65,-4.81,-81.0,-94.3,282,True,skip
030772204177,B0FXH5HMJW,5.94,4.60,5.65,-4.81,-81.0,-94.3,341,True,skip
030772204283,B0FX6BLMBD,5.94,4.60,5.65,-4.81,-81.0,-94.3,312,True,skip
030772204153,B0FXH4XQCD,5.94,4.60,5.65,-4.81,-81.0,-94.3,661,True,skip
030772204108,B0FXHJ7LW5,5.94,4.60,5.65,-4.81,-81.0,-94.3,661,True,skip
030772089033,B0F9L6TP9Y,5.99,4.50,5.82,-4.83,-80.6,-96.6,345,True,skip
030772088678,B0DKPH19SV,5.94,4.50,5.81,-4.87,-82.0,-97.4,340,True,skip
8901030866739,B0F1Z497TS,0.00,1.25,3.31,-5.06,0.0,-289.1,0,False,skip
072140026196,B082QBM463,6.99,5.75,5.81,-5.07,-72.5,-81.1,768,True,skip
030772088623,B0CS7MV9PT,5.98,4.50,6.08,-5.10,-85.2,-101.9,341,True,skip
030772018453,B09M7QR6KR,7.32,5.25,6.73,-5.16,-70.5,-89.7,110,True,skip
030772089057,B0CS7SHSH9,5.57,4.50,5.76,-5.19,-93.1,-103.7,341,True,skip
030772254288,B0G4B8XDRY,16.00,11.00,9.78,-5.28,-33.0,-45.9,3818,True,skip
030772223567,B0G4DQB6NK,6.99,5.25,6.68,-5.44,-77.8,-94.6,110,True,skip
030772018439,B09M7NWD7T,6.97,5.25,6.68,-5.46,-78.3,-94.9,108,True,skip
030772018460,B09M7SPFSJ,6.97,5.25,6.68,-5.46,-78.3,-94.9,110,True,skip
5011417561447,B00XJD0PW8,0.00,1.80,3.31,-5.61,0.0,-243.9,1041126,False,skip
012044059067,B0CP4KPKNP,14.86,10.50,9.61,-5.75,-38.7,-52.3,12361,True,skip
030772158234,B0DMT1M9B6,10.45,6.88,8.87,-5.80,-55.5,-78.6,60458,False,skip
8901030866777,B0DFX4DZ7M,0.00,1.25,4.16,-5.91,0.0,-337.7,0,False,skip
035000994004,B09GN1L2LK,6.94,6.25,6.32,-6.13,-88.3,-90.8,107,True,skip
062338020969,B0F5KVQKDV,0.00,0.75,5.06,-6.31,0.0,-504.8,161479,False,skip
8001841041391,B07PX848BK,0.00,1.35,4.65,-6.50,0.0,-351.4,0,False,skip
8700216185813,B0976WZKFT,0.00,2.25,4.65,-7.40,0.0,-269.1,796177,False,skip
017000018744,B000VA7KIE,0.00,2.65,4.67,-7.82,0.0,-248.3,724585,False,skip
062338775890,B0BPYBVFJ4,0.00,3.75,3.80,-8.05,0.0,-189.4,0,False,skip
035000993601,B09NB24Q35,0.00,3.00,5.06,-8.56,0.0,-244.6,441533,False,skip
074182473518,B081KWY7HP,0.00,3.00,5.06,-8.56,0.0,-244.6,79523,False,skip
074182473693,B082YVMH2N,0.00,3.00,5.06,-8.56,0.0,-244.6,291605,False,skip
4005808130146,B00ALYR7JW,0.00,2.88,5.52,-8.90,0.0,-263.3,236063,False,skip
8720181493348,B0DFYWPZQK,0.00,2.75,5.79,-9.04,0.0,-278.2,0,False,skip
8710447362945,B07JQYKB61,0.00,3.50,5.06,-9.06,0.0,-226.5,58900,False,skip
062338812625,B00OUVQEYQ,0.00,3.75,5.06,-9.31,0.0,-219.1,0,False,skip
8886467061738,B07C7P5CM6,0.00,1.65,7.20,-9.35,0.0,-434.9,153855,False,skip
8720181468377,B0DKF9H9LR,0.00,3.75,6.06,-10.31,0.0,-242.6,0,False,skip
3574669908511,B09KH3NKMF,0.00,3.60,6.32,-10.42,0.0,-254.1,265842,False,skip
8001090965431,B07NJXZ769,0.00,2.25,7.85,-10.60,0.0,-385.5,580328,False,skip
037000815563,B07H2SMDDM,0.00,5.25,5.06,-10.81,0.0,-188.0,319288,False,skip
039800011367,B01IAI2V3W,0.00,2.50,8.01,-11.01,0.0,-367.0,0,False,skip
030772158104,B0DN14GNGR,0.00,6.88,3.80,-11.18,0.0,-151.5,0,False,skip
037000851615,B07L89ZTYH,0.00,5.25,5.80,-11.55,0.0,-200.9,0,False,skip
039800108036,B00GS8FXQY,0.00,5.75,5.33,-11.58,0.0,-185.3,0,False,skip
037000123538,B00I348YDK,0.00,4.40,6.78,-11.68,0.0,-238.4,865616,False,skip
035000969118,B082F1MGLW,0.00,3.00,8.59,-12.09,0.0,-345.4,708932,False,skip
062338937915,B0F6NPZRM9,0.00,8.00,3.80,-12.30,0.0,-144.7,0,False,skip
8710908657535,B07Y5LLP1Q,0.00,3.40,8.59,-12.49,0.0,-320.3,18931,False,skip
062338929446,B0846SW4HR,0.00,7.50,4.65,-12.65,0.0,-158.1,1316687,False,skip
030772241158,B0FXHCW7Z5,0.00,6.90,5.58,-12.98,0.0,-175.4,15427,False,skip
030772220610,B0G49TLF9F,0.00,7.00,5.58,-13.08,0.0,-174.4,1299,False,skip
030772158227,B0DMT1WBPP,0.00,6.88,6.06,-13.44,0.0,-182.1,181524,False,skip
012044052495,B0DXV9BLCR,0.00,6.75,6.88,-14.13,0.0,-194.9,0,False,skip
030772158128,B0GJFQF3ZT,0.00,6.88,6.78,-14.16,0.0,-191.9,231966,False,skip
037000974741,B0CBC4Y5CF,0.00,8.00,6.43,-14.93,0.0,-175.6,1869555,False,skip
030772055410,B0FGYV4TDX,0.00,6.00,11.75,-18.25,0.0,-280.8,0,False,skip
062338822914,B00KKXHAS2,19.29,3.75,204.66,-189.62,-983.0,-4461.7,671619,False,skip
