Item,SKU,UPC,Unit Cost,Case Size
Dawn/Professional/Pot & Pan Detergent WPump/4/128/oz,30772-15261,030772152614,14.19,4
Ajax//Lemon CA/6/52/oz,27854-01768,827854017684,3.6817,6
Palmolive/Ultra/Original Limited Edition/9/20/oz,27854-02781,827854027812,1.6,9
Ajax/Dish Liquid/Orange 2pk/6/28/oz,27854-00979,827854009795035000446787,3.6,6
Palmolive//Original/4/70/oz,35000-97426,035000974266,5.04,4
Palmolive/Ultra/Lavender/16/9.7/oz,35000-00210,035000002105,0.75,16
Palmolive/Ultra/Spring/16/9.7/oz,35000-00200,035000002006,0.75,16
Ajax//Charcoal & Citrus/6/52/oz,35000-97239,035000972392,3.6817,6
Palmolive/Ultra/Ultra Strength Original 2pk/6/20/oz,27854-01401,827854014010035000451187,3.7867,6
Palmolive/Ultra/Passion Fruit/9/20/oz,58000-14030,058000140301,2.2089,9
Ajax/Dish/Lime/20/15.2/oz,27854-01519,827854015192,0.89,20
Palmolive//Essential Clean Citrus Berry Splash/20/15.2/oz,27854-02395,827854023951,1.065,20
Tide/Liquid/Brilliant Whites/12/29.4/oz,02430-89967,4902430899673,3.135,12
Gain/Flings/Spring Daydream/4/76/ct,30772-09484,030772094846,19.9775,4
Tide/Liquid/Original/4/84/oz,30772-12108,030772121085,15.5175,4
Tide/Liquid/Downy April Fresh HE/6/37/oz,30772-17503,030772175033,9.29,6
Tide/Liquid/Original W-Bleach 2x/6/25/oz,37000-37373,037000373735,5.8733,6
Tide/Pods/Spring Meadow/4/76/ct,30772-09166,030772091661,21.0375,4
Tide/Liquid/Downy April Fresh HE/4/92/oz,30772-17532,030772175323,15.5175,4
Tide/Liquid/Spring Meadow/4/142/oz,30772-17290,030772172902,24.3,4
Arm & Hammer/Liquid/Perfume & Dye Free/8/50/oz,33200-00268,033200002680,4.3388,8
Tide/Liquid/Ultra Febreze Spring & Renewal 83ld/4/117/oz,30772-17530,030772175309,22.08,4
