Item,SKU,UPC,Unit Cost,Case Size
The hair lab conditioner 11oz - well-bala...,BEAU034910,810093660049,0.75,24
Funko ted lasso party game ni,TOYS032229,889698634137,1.00,4
Eagle home kids beanie hat&glove set asso...,SOFT026152,071582080032,0.65,48
"Disney: minnie's starry, starry night pap...",BOOK033217,9780794445270,1.00,80
Kiwi no tie shoelaces 1pr-blue/whte,SOFT004960,031600001975,0.15,48
"Kiwi style laces 54""/1pr-oval neon pink",SOFT018259,031600702353,0.15,48
"Kiwi style lace 45""/1pr-oval/brght red",SOFT018270,031600702186,0.10,48
Mccormick gourmet dill seed organic 1 oz ...,FOOD030007,052100035376,0.50,36
Karma's world: time to freestyle! activit...,BOOK030517,9780794450564,0.50,24
Little ready reader's emergency vehicles ...,BOOK029356,9781731613349,0.55,60
Artskills knitting needle size9-10 inch 5...,ARTS022111,672125069080,0.15,72
Method deodorant coconut twist 2.65oz us,BEAU037322,843536109362,3.00,24
Rite aid 12hr severe nasal relief spray w...,HEAL039391,011822693110,0.40,144
Rite aid junior strength ibuprofen chewab...,HEAL039254,011822489386,0.75,144
Rite aid daytime severe cold & flu relief...,HEAL039247,011822555616,0.60,12
Rite aid pain relief acetaminophen/ibupro...,HEAL039239,011822781015,0.30,24
Goldtoe 6pk crew socks meelanch pp$22.00 ...,SOFT036872,192370585468,4.00,24
Jetstream 2pc luggage set w/ 2 packing cu...,HSWE036462,067914122341,40.00,1
Naturezway 6pk medium plastic plates w/ri...,HSWE035336,071582300666,0.75,24
Christmas sleigh 12 book box set,BOOK036856,9781800583955,5.00,4
Good cook ns 9in pie pan cdu,BAKE037436,076753040358,2.00,18
Better home plastic easter tablecloth 52'...,HSWE035002,044712003294,0.25,144
The hair lab conditioner 11oz - deep cond...,BEAU034906,810093660032,0.75,24
Disney minnie mouse: little women paperba...,BOOK033211,9780794449780,1.00,80
"Khaby's khasa garlic crusher, stainless s...",ASTV031515,740275302279,0.30,4
Sponge bob sticker activity,BOOK035977,838157001331,0.75,48
Chapstick rose/mint/almond spa 3ct .45oz ...,BEAU038973,336600296346,1.50,72
Rite aid 24hr allergy relief anthistamine...,HEAL039258,011822024044,0.40,36
Strawberry shortcake 2 pocket poly portfolio,STAT037909,087508246987,0.20,24
Naturezway 6pk small plastic plates w/rim...,HSWE035337,071582300628,1.20,24
Mrs meyers soy candle apple cider 7.2oz us,CAND038791,808124115927,3.50,2
Rubbermaid 3pk take along 2.35c divided s...,HSWE038172,071691537724,2.00,8
Dockers 3pk crew sock - black ht ni,SOFT036877,1252152225445,2.75,24
Microgold dual-action disinfectant & anti...,CLEA035579,856954000944,0.75,6
Disney mickey mouse: dracula paperback 32...,BOOK033210,9780794448493,0.30,80
Disney tim burton's the nightmare before ...,BOOK033212,9780794450977,0.30,80
Kiwi no tie shoe laces 1pr-prpl/pnk,SOFT004959,031600001968,0.10,48
"Khaby's khasa bowl hugger houseware, bulk...",ASTV031516,740275302255,0.50,4
Suave bamboo & hibiscus shampoo 12.6oz,BEAU038971,383711001277,1.50,6
Firefly kids flouride mouthwash w/pump pa...,BEAU038969,840204485346,1.50,4
Alligator plush with squeaker pet toy,PETS035235,738215381996,2.50,12
Freshly rosemary leaves  1 oz bb 8/7/28,FOOD038045,6281063884033,0.75,12
"Franklin 9.5"" graphite pink  pvc baseball...",SPOR035794,025725419425,4.00,6
Franklin mlb 5pc throw-down rubber base set,SPOR035790,025725019854,6.00,6
"Rectangular chalkboard plaque   black 2""x...",HSWE034857,727875239310,0.20,48
Seal-it photo mailer envelope 5.75inx8.5in,STAT026373,079331000508,0.20,144
"Kiwi kids sport laces 36"" 1pair oval black",CLEA028513,031600701707,0.30,48
Scunci wild primrose hair scrunchie 1ct/ni,BEAU017267,043194125210,0.20,48
Khaby's khasa taco holder set 4ct,ASTV031514,740275302248,0.50,4
Caldrea linen & room spray sweet pea 16oz,CLEA033335,808124170032,3.70,6
Rite aid pain relief acetaminophen extra ...,HEAL038148,011822030311,1.20,144
Method deodorant daily zen 2.65oz us,BEAU037323,843536109355,3.00,24
All recipes nylon hndle basting brush blk ni,HSWE035443,024131495023,0.50,36
Naturezway 6pk small dessert plastic plat...,HSWE035347,071582300680,1.20,24
3pc dish cloth,HSWE035173,843018116970,0.55,16
Plastic microwavable omelet maker,HSWE035160,190131121276,0.50,48
Black wolf daily conditioner - 12 oz. ni,BEAU035821,850021340544,1.80,30
Humane society plush wild tiger/hipo/gaze...,PETS029086,705654090420,2.30,36
Hyper pet hyper chewz bone dog toy,PETS035718,012575198624,1.00,12
"Marquee chalkboard plaque   black 2""x3.5""",HSWE034858,727875239334,0.20,48
Roadtriporama cat toy blind box 18pc pdq,PETS033158,029695507519,0.20,108
Eagle home kids headband/ear warmer assor...,SOFT026150,071582080001,0.25,48
Byo plastic kids tumblers 12oz 3ct assort...,HSWE029957,844983073879,1.00,9
Classic westerns - leather bound  pp$24.9...,BOOK030529,9781684120970,2.00,8
5ct gift tissue - gold stripe,GIFT036165,078228170737,0.75,144
Allrecipes .07oz. whole bay leaf,FOOD033618,037531076372,0.50,18
"Crayola pops 3d inflatable character, min...",TOYS036078,071662212384,1.40,12
Rite aid anti-diarrheal loperamide hydroc...,HEAL039257,011822729246,0.65,24
Rite aid hemorrhoidal relief suppositorie...,HEAL039252,011822001298,0.30,144
Rite aid pain relief acetaminophen caplet...,HEAL039241,011822420471,0.25,72
Suave dry shampoo rosemary & mint 4.3oz,BEAU039031,383711001291,2.25,12
Diamond gold dig it 6pk,TOYS038482,728192528477,0.60,24
Vibrant life large reflective bones colla...,PETS035672,681131167345,0.75,24
Vibrant life  small reflective bones coll...,PETS035664,681131167178,0.30,36
Cr gibson honeycomb hive recipe tin w/ 12...,HSWE036609,009292896056,2.50,2
6pk green grown straw cups- neutral,HSWE035966,071463068456,0.75,12
Better home deluxe tissue box holder asst...,HSWE035005,044712000972,0.10,108
Freshly whole coriander 1.80 oz bb 12/6/27,FOOD038048,6281063450863,0.25,12
Freshly celery salt 4.80 oz bb 10/27/28,FOOD038042,6281063881995,0.75,12
Water buffalo steak bone dog chew 2oz bb ...,PETS036420,611403707849,0.20,20
Vibrant life  large reflective bones coll...,PETS035669,681131004497,0.75,24
Franklin knee elbow guard,SPOR035796,025725273669,0.75,6
Love corn 21 ct variety pack sea salt & s...,FOOD035568,855596007342,0.25,240
"Ceramic treat canister 4"" x 6.5"" - gray t...",PETS035073,072456121073,1.65,6
"Oval chalkboard plaque   black 2""x3.5""",HSWE034860,727875239327,0.10,48
"Decorative chalkboard plaque   black 3.5""x2""",HSWE034859,727875239341,0.20,48
The hair lab conditioner 11oz - lightweight,BEAU034908,810093660056,0.75,24
Allrecipes .78oz curry powder,FOOD033616,037531076327,0.50,18
Best nurse ever metal ornament,SEAS032094,703800022950,0.50,96
Kiwi style no-tie laces 1pr-boingz black,SOFT018269,031600635019,0.15,48
Halloween cookie cutter grippy ghost 1 ct ni,BAKE030658,070896163530,0.05,36
"Southbend worm gear 24"" spinning dock combo",FISH031728,039364381418,7.00,6
Oven mitt 13 inch asst prints,HSWE021297,044712003416,1.20,144
Franklin eye black stickers,SPOR035784,025725376360,3.00,6
There's a chance mug 13.5oz,HSWE032368,672649868138,1.00,24
"Marvel 10"" figure -- black panther.",TOYS041430,630509805112,2.00,8
Tmnt 40th anniversary michelangelo plush ...,TOYS038958,053941126391,6.00,4
Mrs meyers soy candle acorn spice 7.2oz us,CAND038790,808124115934,3.50,2
Sprouts 200sq ft plastic wrap ni,HSWE038646,646670514845,1.50,12
Amazing squishee food s2 twilight apple 7...,TOYS038477,816560027063,0.60,72
Small gift bag - whimsy holiday,GIFT036125,018697594481,0.35,48
Colorluxe 750pc puzzle assortment,TOYS037935,4895145457972,2.00,6
Colorluxe 300pc puzzle assortment,TOYS037934,4895145458627,2.00,6
"Cr gibson 5.25"" x 8.25"" blue leatherette ...",STAT036144,009292835598,0.75,12
Vibrant life  small reflective bones coll...,PETS035662,681131004428,0.30,36
Spice trend ground cloves 0.7oz bb 5/18/28,FOOD035310,05208612,0.50,72
3ct gift bag set - frosted berry,GIFT036164,0196610181274,1.50,60
3ct gift bag set - chalet bag,GIFT036160,0196610181281,1.50,60
"Rope whale crinkle toy with bone 12""",PETS035680,192268584672,0.75,24
Keep smiling mug 18oz,HSWE031802,672649290311,1.50,24
Sp (astv) id guard police stamp roller $1...,STAT027902,097298080388,3.60,16
Animal planet whale dog toy w/ squeaker,PETS030240,705654092493,1.00,36
Petal plug refill electric diffuser oil 0...,CLEA028587,082121263656,0.50,72
Hello toothbrush starter kit white ctbm ni,BEAU030704,819156022428,2.00,24
Dg body dual tip 12ct eye shadow applicator,BEAU028588,082121802756,0.15,144
Scunci turban headband 1ct-jeweled/ni,BEAU017274,043194351923,0.30,48
The body lab fragrance dose 0.2oz - summe...,BEAU034918,810093660469,0.10,48
Tie dye hamper - blue,HSWE036429,039676397503,2.50,12
2 pc serving set,GIFT038307,192887287848,3.00,24
Rite aid cough & chest congestion relief ...,HEAL039251,011822420730,0.60,24
Plastic measuring spoons set-  assorted c...,HSWE038442,073297783888,0.65,96
Method premium candle vetiver + amber 14o...,CAND039477,843536109409,5.50,1
Venari 20 panel soccer ball #3 navy blue ...,SPOR035748,752044439765,2.50,24
Vibrant life medium reflective bones dog ...,PETS035668,681131167253,0.30,24
Vibrant life  medium reflective bones col...,PETS035665,681131004213,0.30,24
Vibrant life medium reflective bones dog ...,PETS035663,681131004466,0.30,24
Vibrant life  small reflective bones coll...,PETS035661,681131004312,0.30,36
"Red stripe embroidered bone pet mat 12"" x...",PETS035231,738215332080,1.00,12
Naturezway 10pk plastic knives - silver,HSWE035334,071582300505,0.20,100
Goody detangler brush-ni,BEAU037057,041457190456,1.65,24
Crayola 2ct brush set ni,ARTS036090,071662535223,0.15,12
Venari 20 panel soccer ball #4 black silv...,SPOR035743,752044439772,2.50,24
Jumbo gift bag - holiday oranments,GIFT036161,078228169816,1.20,60
"Ceramic treat canister 4"" x 6.5"" - teal m...",PETS035091,072456144584,1.65,6
Kiwi desert boot care kit us,CLEA033875,031600280202,3.00,12
Fatcat pack rats catnip toy 2ct,PETS033161,029695508356,0.30,72
Frida kahlo: the revolutionary painter! -...,BOOK030524,9781645174332,0.25,38
Farberware colourworks mini spoon spatula...,HSWE034977,024131473823,0.75,24
Saveur artisan nonstick rimmed baking she...,BAKE029377,850018363310,4.15,4
Sp method wood floor cleaner refill 68oz ...,CLEA026510,817939014707,6.00,6
Spinbrush kids power toothbrush monster jam,BEAU039453,766878999807,1.80,24
Rite aid laxative powder 14 doses 8.3oz e...,HEAL040732,011822393553,0.50,12
"Tmnt donatello junior  mocchi plush 6""",TOYS038965,053941128661,3.50,6
Beloved white gardenia & coconut water bo...,BEAU040558,055086016575,1.50,6
Gold dig it dino dig',TOYS039144,840023709265,0.60,44
Cr gibson n squared colorblock mouse pad.,STAT036610,009292906359,1.00,4
Franklin l superlight shinguard,SPOR035787,025725267958,2.00,6
Animal planet 4pc wand cat toy w/catnip,PETS036767,705654298024,1.50,12
Naturezway 24ct bamboo disposable forks,HSWE036687,716554009771,0.25,24
Naturezway 24ct bamboo disposable asst ut...,HSWE036686,716554009764,0.25,24
Disney baby 9oz asst minnie/mickey baby b...,BABY037370,094606330036,1.00,48
"Good cook bbq sauce pan, w/bast brsh",HSWE036646,076753101615,3.00,6
