ItemCode,Description,CasePack,Source,Search Query,Best ASIN,Matched Title,BSR,Monthly Sold,Seller Count,Amazon Present %,Amazon Is Buybox,Category
XTRA-00705,203.1oz Xtra Laundry Liquid Detergent Crystal Clean Plus Oxi Clean,2,20d3b551-AB_Catalog_part001020.pdf,Xtra Laundry Liquid Detergent Crystal Clean,B0BZMZMLWN,XTRA LAUNDRY DETERGENT LIQUID CRYSTAL CLEAN JUG 56 FLUID OUNCE,279929,0,19,0.0,False,Stain Removers
XTRA-00216,206.4oz Xtra Laundry Liquid Detergent Calypso Fresh,2,20d3b551-AB_Catalog_part001020.pdf,Xtra Laundry Liquid Detergent Calypso Fresh,B01HM3A67E,Xtra ScentSations Calypso Fresh Liquid Laundry Detergent 250 Fl Oz (1) (1),1234632,0,0,0.0,False,Liquid Detergent
XTRA-00215,206.4oz Xtra Laundry Liquid Detergent Tropical Passion,2,20d3b551-AB_Catalog_part001020.pdf,Xtra Laundry Liquid Detergent Tropical Passion,B0FDDD51BP,XTRA LAUNDRY DETERGENT LIQUID TROPICAL PASSION JUG 57.6 FLUID OUNCE,140872,50,2,99.2,True,Liquid Detergent
XTRA-72912,312oz Xtra Laundry Liquid Detergent Claypso Fresh,2,20d3b551-AB_Catalog_part001020.pdf,Xtra Laundry Liquid Detergent Claypso Fresh,,,,,,,,
XTRA-00706,312oz Xtra Laundry Liquid Detergent Tropical Passion,2,20d3b551-AB_Catalog_part001020.pdf,Xtra Laundry Liquid Detergent Tropical Passion,B0FDDD51BP,XTRA LAUNDRY DETERGENT LIQUID TROPICAL PASSION JUG 57.6 FLUID OUNCE,140872,50,2,99.2,True,Liquid Detergent
ARM32-94227,32.5oz Arm Hammer Laundry Oxi Clean Odor Blasters,8,20d3b551-AB_Catalog_part001020.pdf,Arm Hammer Laundry Oxi Clean Odor,,,,,,,,
ARM32-94226,32.5oz Arm Hammer Laundry Oxi Clean Stain Fighters,8,20d3b551-AB_Catalog_part001020.pdf,Arm Hammer Laundry Oxi Clean Stain,,,,,,,,
ARM33-94232,33oz Arm & Hammer Laundry Free & Clear Sensitive Skin,8,20d3b551-AB_Catalog_part001020.pdf,Arm Hammer Laundry Free Clear Sensitive,B09NMWBPTY,"Arm & Hammer Sensitive Skin Free & Clear, 107 Loads Liquid Laundry Detergent, 144.5 Fl oz",186,0,14,72.9,False,Liquid Detergent
ARM33-00259,33oz Arm & Hammer Laundry Sensitive SKin plus Fresh Scent,8,20d3b551-AB_Catalog_part001020.pdf,Arm Hammer Laundry Sensitive SKin plus,B0F7RMPWR7,ARM & HAMMER Sensitive Skin Plus Fresh Scent Liquid Laundry Detergent,2067,10000,3,95.9,True,Liquid Detergent
ARM45-30002,45.5oz Arm Hammer Laundry Oxi Clean Stain Fighters Fresh Scent,8,20d3b551-AB_Catalog_part001020.pdf,Arm Hammer Laundry Oxi Clean Stain,,,,,,,,
ARM50-50026,50 Oz Arm & Hammer Detergent Liquid Sensitive Skin Free and Clear,8,20d3b551-AB_Catalog_part001020.pdf,Oz Arm Hammer Detergent Liquid Sensitive,B09NMWBPTY,"Arm & Hammer Sensitive Skin Free & Clear, 107 Loads Liquid Laundry Detergent, 144.5 Fl oz",186,0,14,72.9,False,Liquid Detergent
ARM150-09470,150oz Arm & Hammer Liquid Detergent Clean Burst,4,20d3b551-AB_Catalog_part001020.pdf,Arm Hammer Liquid Detergent Clean Burst,B0GQHXMDGT,ARM & HAMMER Liquid Laundry Detergent,334,6000,3,91.4,True,Liquid Detergent
Fab40-02100,40Oz Fab Laundry Detergent Spring Magic,9,20d3b551-AB_Catalog_part001020.pdf,Fab Laundry Detergent Spring Magic,B07GDHNXDZ,"Fab Spring Magic Liquid Laundry Detergent, 40-oz",276096,0,57,0.0,False,Liquid Detergent
PurexL50-04788,50oz Purex Laundry Liquid Det Free Clear,4,20d3b551-AB_Catalog_part001020.pdf,Purex Laundry Liquid Det Free Clear,,,,,,,,
Home100-95470,100oz Home Made Simple Laundr Detergent Liquid Unscented,4,20d3b551-AB_Catalog_part001020.pdf,Home Made Simple Laundr Detergent Liquid,,,,,,,,
Ajax60-04106,60oz Ajax Laundry Detergent Unscented,8,20d3b551-AB_Catalog_part001020.pdf,Ajax Laundry Detergent Unscented,B07BGLWXWQ,Pure Unscented Liquid Laundry Detergent by Ajax | for Sensitive Skin | Works in All Standard & HE Washing Machines | Concentrated Laundry Soap | Hot & Cold Water | Free of Dyes & Perfumes | 60 oz,0,0,1,0.0,False,Liquid Detergent
DREFT75-75278,75oz Dreft Laundry Stage 1 Newborn,2,20d3b551-AB_Catalog_part001020.pdf,Dreft Laundry Stage Newborn,B00ZGJQG4O,"Dreft Stage Newborn Liquid Laundry Detergent, White, Baby Blossom, 40 Fl Oz",20918,50,80,72.6,False,Liquid Detergent
GNL88-09209,88oz Gain Laundry Moonlight Breeze,4,20d3b551-AB_Catalog_part001020.pdf,Gain Laundry Moonlight Breeze,B0G6JBRZ56,"Gain Plus Liquid Laundry Detergent, Cleaner, Fresher, Now with Oxi, Moonlight Breeze Scent, 99 fl oz, 75 Loads",380,20000,3,95.0,True,Liquid Detergent
GNL88-09467,88oz Gain Laundry Super Fresh Blast,4,20d3b551-AB_Catalog_part001020.pdf,Gain Laundry Super Fresh Blast,B0C35NDZH2,"Gain + Odor Defense Liquid Laundry Detergent, Super Fresh Blast Scent, 107 Loads, HE Compatible Washing Soap (Packaging May Vary)",624,20000,13,98.9,True,Liquid Detergent
GNL88-12563,88oz Gain Laundry Blissful Breeze,4,20d3b551-AB_Catalog_part001020.pdf,Gain Laundry Blissful Breeze,B07Q3981J1,"Gain flings Laundry Detergent Soap Pacs, HE Compatible, 42 Count, Long Lasting Scent, Blissful Breeze Scent",2096,0,21,72.4,False,Detergent Pacs & Tablets
TDL151-12073,151oz Tide Simply Detergent Refreshing Breeze,4,20d3b551-AB_Catalog_part001020.pdf,Tide Simply Detergent Refreshing Breeze,B0CPTG25CB,"Tide Simply All-In-One Liquid Laundry Detergent, Refreshing Breeze Scent, 128 Loads, 168 fl oz",163,10000,10,94.2,True,Liquid Detergent
TDL30-17476,30oz Tide Laundry Liquid Detergent Ultra Oxi Max,6,20d3b551-AB_Catalog_part001020.pdf,Tide Laundry Liquid Detergent Ultra Oxi,B0F38PRSDW,"Tide Ultra Oxi Boost Liquid Laundry Detergent, 117 fl oz, 83 Loads, Advanced Stain Remover, Laundry Detergent Liquid with Extra Oxi Power",393,1000,3,97.9,True,Liquid Detergent
TDL63-12260,"63oz Tide Laundry Liquid Original, Ultra Hygienic Clean",4,20d3b551-AB_Catalog_part001020.pdf,Tide Laundry Liquid Original Ultra Hygienic,B0FLMH7KMQ,"Tide Ultra Hygienic Clean Liquid Laundry Detergent, Original Scent, 132 fl oz, 94 Loads, Removes visible and invisible dirt, Laundry Detergent Liquid",5945,6000,3,97.4,True,Liquid Detergent
TDL63-17206,63oz Tide Simply Detergent Oxi Boost+Ultra Stain Release,4,20d3b551-AB_Catalog_part001020.pdf,Tide Simply Detergent Oxi Boost Ultra,B0B78BR8VB,"Tide Simply Oxi Boost + Ultra Stain Release Laundry Detergent, 10 fl oz, 6 Loads, Tough on Stains, Whitens, Brightens, Refreshing Breeze Scent",270901,0,5,97.2,False,Liquid Detergent
TDL63-17208,63oz Tide Simply Detergent Refreshing Breeze,4,20d3b551-AB_Catalog_part001020.pdf,Tide Simply Detergent Refreshing Breeze,B0CPTG25CB,"Tide Simply All-In-One Liquid Laundry Detergent, Refreshing Breeze Scent, 128 Loads, 168 fl oz",163,10000,10,94.2,True,Liquid Detergent
TDL82-99443,82.89oz Tide Laundry Liquid Clean fresh,4,20d3b551-AB_Catalog_part001020.pdf,Tide Laundry Liquid Clean fresh,B0DPGHPYP6,"Tide Simply Clean & Fresh Liquid Laundry Detergent, Berry Blossom Scent, 138 Loads, 173 fl oz",163,6000,3,87.9,True,Liquid Detergent
Tide-00763,10 Oz Tide Liquid Simply Clean Cotton,12,20d3b551-AB_Catalog_part001020.pdf,Oz Tide Liquid Simply Clean Cotton,B0CPTF4DW6,"Tide Simply Clean & Sensitive Liquid Laundry Detergent, Cool Cotton Scent, 89 Loads, 112 fl oz",39641,400,4,69.7,False,Liquid Detergent
TD5-51043,5.5oz Tide Ultra Bleach Original,14,20d3b551-AB_Catalog_part001020.pdf,Tide Ultra Bleach Original,B00BZWUK2A,"Tide Ultra Plus Bleach Original Scent Powder Laundry Detergent, 80 loads, 144 oz",234452,0,8,0.0,False,Powder Detergent
TD218-07888,218gm Tide Powder Original,20,20d3b551-AB_Catalog_part001020.pdf,218gm Tide Powder Original,,,,,,,,
TD218-07892,218gm Tide Powder Color Lemon,20,20d3b551-AB_Catalog_part001020.pdf,218gm Tide Powder Color Lemon,,,,,,,,
TD350-79929,350gm Tide Powder w/Downy,36,20d3b551-AB_Catalog_part001020.pdf,350gm Tide Powder Downy,,,,,,,,
TD690-79958,690gm Tide Powder w/Downy,18,20d3b551-AB_Catalog_part001020.pdf,690gm Tide Powder Downy,,,,,,,,
TD2-64723,2.25kg Tide Powder Bag w/Downy,5,20d3b551-AB_Catalog_part001020.pdf,Tide Powder Bag Downy,,,,,,,,
TD3-76581,3.6kg Tide Powder Bag w/ Downy,3,20d3b551-AB_Catalog_part001020.pdf,Tide Powder Bag Downy,,,,,,,,
TD5-79930,5kg Tide Powder w/Downy Downy,3,20d3b551-AB_Catalog_part001020.pdf,Tide Powder Downy Downy,B07GDMYQ8J,"Tide plus Downy Powder Laundry Detergent, April Fresh, 148 oz, 89 loads",297462,0,3,87.6,False,Powder Detergent
TD8-70709 TD8-70293,8.5kg Tide Powder 8.5kg Tide Powder Regular Bag w/Downy,2,20d3b551-AB_Catalog_part001020.pdf,Tide Powder Tide Powder Regular Bag,,,,,,,,
TD-Bucket,8.5kg Tide Powder w/Downy Bucket,1,20d3b551-AB_Catalog_part001020.pdf,Tide Powder Downy Bucket,,,,,,,,
ARP750-13882,750gm Ariel Powder w/Downy,12,20d3b551-AB_Catalog_part001020.pdf,750gm Ariel Powder Downy,,,,,,,,
ARP850-02538,850gm Ariel Powder Regular,10,20d3b551-AB_Catalog_part001020.pdf,850gm Ariel Powder Regular,,,,,,,,
ARP850-73969,850gm Ariel Laundry Powder Revita Color,10,20d3b551-AB_Catalog_part001020.pdf,850gm Ariel Laundry Powder Revita Color,,,,,,,,
ARP2-45410,2.4kg Ariel Powder Downy Passion,5,20d3b551-AB_Catalog_part001020.pdf,Ariel Powder Downy Passion,,,,,,,,
ARP3-45409,3.6kg Ariel Powder Downy Passion,3,20d3b551-AB_Catalog_part001020.pdf,Ariel Powder Downy Passion,,,,,,,,
ARP5-79950,5kg Ariel Powder Downy Passion,3,20d3b551-AB_Catalog_part001020.pdf,Ariel Powder Downy Passion,,,,,,,,
ARP8-70292,8.5kg Ariel Powder Regular,2,20d3b551-AB_Catalog_part001020.pdf,Ariel Powder Regular,B0DCSL5K4H,Ariel Professional Washing Powder Laundry Detergent Regular - 100 Wash,0,0,0,0.0,False,
Roma-40467,250gm Roma Detergent Powder,72,20d3b551-AB_Catalog_part001020.pdf,250gm Roma Detergent Powder,,,,,,,,
Roma-40464,2kg {70.54oz} Roma Powder Detergent,10,20d3b551-AB_Catalog_part001020.pdf,Roma Powder Detergent,B0GWRNWH3V,"Laundry Detergent Powder, Powder Form, for Laundry Cleaning, 11 Lbs Roma",119266,50,0,0.0,False,Powder Detergent
Roma-40463,5kg {176.36oz} Roma Powder Detergent,4,20d3b551-AB_Catalog_part001020.pdf,Roma Powder Detergent,B0GWRNWH3V,"Laundry Detergent Powder, Powder Form, for Laundry Cleaning, 11 Lbs Roma",119266,50,0,0.0,False,Powder Detergent
Foca-42755,YRDNUAL 250gm {8.81oz} Foca Detergent Powder,72,20d3b551-AB_Catalog_part001020.pdf,250gm Foca Detergent Powder,,,,,,,,
Foca-42759,500gm {17.63oz} Foca Laundry Detergent,36,20d3b551-AB_Catalog_part001020.pdf,500gm Foca Laundry Detergent,,,,,,,,
Foca-42758,1kg {35.27oz} Foca Detergent Powder,18,20d3b551-AB_Catalog_part001020.pdf,Foca Detergent Powder,B00KCOJH08,"Foca, Biodegradable Powder Laundry Detergent, Phosphate Free, 5 Kg, 11.02 lb",1090539,50,9,0.0,False,Powder Detergent
Foca-42756,5kg {176.36oz} Foca Powder,4,20d3b551-AB_Catalog_part001020.pdf,Foca Powder,B00KCOJH08,"Foca, Biodegradable Powder Laundry Detergent, Phosphate Free, 5 Kg, 11.02 lb",1090539,50,9,0.0,False,Powder Detergent
Blanca-44881,250gm {8.8oz} Blanca Nieves Detergent Powder,72,20d3b551-AB_Catalog_part001020.pdf,250gm Blanca Nieves Detergent Powder,,,,,,,,
ACE250-02530,250g Ace Powder Regular,36,20d3b551-AB_Catalog_part001020.pdf,Ace Powder Regular,,,,,,,,
TideBar-86060,250gm Tide Bar Soap Regular,48,20d3b551-AB_Catalog_part001020.pdf,250gm Tide Bar Soap Regular,,,,,,,,
AJPOD13-04702,SDOP YRDNUAL 13ct Ajax Pods Free & Clear,8,20d3b551-AB_Catalog_part001020.pdf,SDOP Ajax Pods Free Clear,,,,,,,,
TDPOD26,26ct Tide Pods 4 in 1 Ultra Oxi,8,20d3b551-AB_Catalog_part001020.pdf,Tide Pods Ultra Oxi,B0BJMX9HQ5,"Tide 4-n-1 Ultra Oxi PODS Laundry Detergent Pacs, 57 Count, HE Compatible, Built in Pre-treater for Stains",834,10000,10,97.9,True,Detergent Pacs & Tablets
DW1-Mix,1oz Downy Unstoppable {Mix 5 Kind},150,20d3b551-AB_Catalog_part001020.pdf,Downy Unstoppable,,,,,,,,
DW1-54179,LAUNDRY 1oz Downy Unstoppable Spring Loose{in Korean},300,20d3b551-AB_Catalog_part001020.pdf,LAUNDRY Downy Unstoppable Spring Loose,,,,,,,,
DW5-08780,5oz Downy Beads Unstoppales Ocean Mist,9,20d3b551-AB_Catalog_part001020.pdf,Downy Beads Unstoppales Ocean Mist,,,,,,,,
DWBDDSP-20687,Display 5oz Downy Beads Ocean Mist & Unstoppables Fresh,30,20d3b551-AB_Catalog_part001020.pdf,Display Downy Beads Ocean Mist Unstoppables,,,,,,,,
DW13-09170,13.4oz Downy Scent Booster Beads Crisp Rain Blue Eucalyptus,4,20d3b551-AB_Catalog_part001020.pdf,Downy Scent Booster Beads Crisp Rain,,,,,,,,
DW18-15602,18.2oz Downy Beads Unstoppables Paradise,4,20d3b551-AB_Catalog_part001020.pdf,Downy Beads Unstoppables Paradise,,,,,,,,
SuaSheet-98011,18ct Suavitel Dryer Sheets Morning Sun,15,20d3b551-AB_Catalog_part001020.pdf,Suavitel Dryer Sheets Morning Sun,,,,,,,,
SuaSheet-98031,18ct Suavitel Dryer Sheets Lavender,15,20d3b551-AB_Catalog_part001020.pdf,Suavitel Dryer Sheets Lavender,,,,,,,,
SuaSheet-39197,20ct Suavitel Dryer Sheets Field Flowers,15,20d3b551-AB_Catalog_part001020.pdf,Suavitel Dryer Sheets Field Flowers,,,,,,,,
BOSH15-95860,15ct Bounce Dryer Sheets,15,20d3b551-AB_Catalog_part001020.pdf,Bounce Dryer Sheets,,,,,,,,
DW12-09794,12.2oz Downy Beads Cool Cotton,4,20d3b551-AB_Catalog_part001020.pdf,Downy Beads Cool Cotton,,,,,,,,
DW19-14552,19.4oz Downy Beads Meadow Rain,4,20d3b551-AB_Catalog_part001020.pdf,Downy Beads Meadow Rain,,,,,,,,
DW19-14575,19.4oz Downy Beads Unstoppables Toasted Vanilla,4,20d3b551-AB_Catalog_part001020.pdf,Downy Beads Unstoppables Toasted Vanilla,,,,,,,,
DW9-08735,9.1oz Downy Beads Unstoppables Lush,4,20d3b551-AB_Catalog_part001020.pdf,Downy Beads Unstoppables Lush,,,,,,,,
GNF5-08848,5.7oz Gain Beads Odor Defense Super Fresh Blast,4,20d3b551-AB_Catalog_part001020.pdf,Gain Beads Odor Defense Super Fresh,,,,,,,,
GNF9-08890,9.1oz Gain Beads Super Fresh Blast,4,20d3b551-AB_Catalog_part001020.pdf,Gain Beads Super Fresh Blast,,,,,,,,
SuaSheet-98038,18ct Suavitel Dryer Sheets Waterfall Mist,15,20d3b551-AB_Catalog_part001020.pdf,Suavitel Dryer Sheets Waterfall Mist,,,,,,,,
DW360-12748,360ml Downy Aroma Floral,12,20d3b551-AB_Catalog_part001020.pdf,Downy Aroma Floral,,,,,,,,
DW730-16098,730ml Downy Amanecer,9,20d3b551-AB_Catalog_part001020.pdf,Downy Amanecer,,,,,,,,
